Generative AI vs. AI Agent Systems	The fundamental difference: Generative AI systems only generate content (text, images, etc.), while AI agent systems can also plan actions and execute them with tools. Agent systems are proactive and capable of action, not just generative.	https://youtu.be/zm6F0vo2E64
AI Agents - LLM Basis	Current AI agent systems typically rely on large language models (LLMs) because LLMs can plan, reason, and decide how to use tools based on input prompts. LLMs provide the cognitive capability for complex decision-making.	Kamilla Tenorio (2026), AI Across Domains
AI Agents - Workflow	The typical three-part workflow of an AI agent system includes: goal understanding (what does the user want?), task planning (how do I achieve the goal?), and task execution (execution with tools). This cyclical process enables complex task solving.	Kamilla Tenorio (2026), AI Across Domains
Task Planning - Purpose	The main purpose of task planning in AI agent workflows is to break down a complex goal into manageable subtasks and determine the needed tools. This enables the agent to proceed in a structured and efficient manner.	Kamilla Tenorio (2026), AI Across Domains
Agentic Misalignment	Agentic misalignment is a discrepancy between human goals and the actions of the AI agent. The agent may pursue goals or use methods that do not align with human intentions, which poses ethical risks.	Kamilla Tenorio (2026), AI Across Domains
AI Agents - Data Protection Risks	AI agent systems pose greater data protection risks than traditional AI tools because they can autonomously access and combine multiple personal data sources. This autonomy increases the risk of unintended data protection violations.	Kamilla Tenorio (2026), AI Across Domains
Semi-Autonomous vs. Fully Autonomous Agents	Semi-autonomous AI agents often offer a better risk-benefit ratio than fully autonomous agents because they receive human oversight while still automating complex tasks. Human control reduces risks while maintaining the benefits of automation.	Kamilla Tenorio (2026), AI Across Domains
Users - Risk Perception	Users may underestimate data protection risks when interacting with AI agents because they often trade data control for convenience and trust the system. The complexity of systems makes risks difficult to recognize.	Kamilla Tenorio (2026), AI Across Domains
Humans in the Loop	Researchers argue that humans should remain "in the loop" in AI agent systems to prevent loss of control and mitigate ethical risks. Human oversight is crucial for the safety and ethical responsibility of AI systems.	Kamilla Tenorio (2026), AI Across Domains
Tools for AI Agents	Tools are essential for AI agent systems based on LLMs because they enable the agent to retrieve real-time data, interact with external systems, and perform actions beyond text generation. Without tools, agents would be limited to pure text generation.	Kamilla Tenorio (2026), AI Across Domains
