Daten - Definition	Daten sind Messungen und aufgezeichnete Eigenschaften realer Objekte und Ereignisse. Sie stammen aus verschiedenen Quellen (Menschen, Sensoren, Maschinen) und werden in verschiedenen Formen dargestellt (Tabellen, Bilder, Text, Audio). Daten sind die Grundlage für Information und Wissen.	Kamilla Tenorio (2026), AI Across Domains
Big Data - Definition	Big Data bezieht sich auf riesige Datensätze, die aufgrund ihrer drei V-Eigenschaften besondere Anforderungen stellen: Volume (Umfang), Variety (Vielfalt) und Velocity (Geschwindigkeit). Diese Datenmengen erfordern spezielle Technologien und Methoden zur Verarbeitung und Analyse.	Kamilla Tenorio (2026), AI Across Domains
KI-Training - Datensammlung	Für das Training von KI-Modellen werden Daten aus verschiedenen Quellen gesammelt: von Einzelpersonen, Organisationen und Drittanbietern. Dies umfasst öffentlich verfügbare Daten, gekaufte Datensätze, freiwillig gespendete Daten und Daten von kommerziellen Anbietern.	Kamilla Tenorio (2026), AI Across Domains
Datensatz - Definition	Ein Datensatz ist eine Sammlung von Daten, die in irgendeiner Weise zusammenhängen. Datensätze können strukturiert (Tabellen) oder unstrukturiert (Texte, Bilder) sein und werden für Analyse, Training oder Forschung verwendet.	Kamilla Tenorio (2026), AI Across Domains
Korrelation vs. Kausalität	Korrelation bedeutet, dass zwei Variablen zusammen variieren, ohne dass eine die andere verursacht. Höherer Eisverkauf und mehr Ertrinkungsunfälle im Sommer korrelieren, aber beide werden durch eine dritte Variable verursacht (warmes Wetter). Kausalität erfordert eine gerichtete Ursache-Wirkungs-Beziehung.	https://digi4all.de/modul-08/daten-information-und-wissen/daten-und-visualisierungen/
Kausalität - Definition	Kausalität ist eine gerichtete Beziehung, bei der eine Variable die andere direkt beeinflusst. Im Gegensatz zur Korrelation impliziert Kausalität einen kausalen Mechanismus und kann durch kontrollierte Experimente oder sorgfältige statistische Analyse nachgewiesen werden.	https://digi4all.de/modul-08/daten-information-und-wissen/daten-und-visualisierungen/
Zweckentfremdete Tracking-Daten	Zweckentfremdete Tracking-Daten sind Daten, die für einen ursprünglichen Zweck gesammelt wurden, aber für einen anderen Zweck verwendet werden. Beispiel: Verhaltensdaten von Amazon, die ursprünglich für Empfehlungen gesammelt wurden, werden zum Training von KI-Modellen verwendet.	Kamilla Tenorio (2026), AI Across Domains
Nutzungsdaten - Kategorien	Bereitgestellte Daten werden explizit von Nutzenden eingegeben oder hochgeladen. Beobachtete Daten werden automatisch erfasst (z.B. Browsing-Verhalten). Interaktionsdaten entstehen durch die Interaktion mit Systemen (z.B. Chatbot-Antworten).	Kamilla Tenorio (2026), AI Across Domains
Data Scraping	Data Scraping ist die automatisierte Extraktion von Daten von Webseiten, Datenbanken und Onlinequellen. Im Kontext des KI-Trainings wird Scraping verwendet, um große Mengen von Daten für Trainingszwecke zu sammeln, was rechtliche und ethische Fragen aufwirft.	Kamilla Tenorio (2026), AI Across Domains
Kommerzielle Datenregelungen	Kommerzielle Regelungen zur Nutzung von Daten umfassen Lizenzvereinbarungen, bei denen Unternehmen Daten von anderen Organisationen (z.B. Nachrichtenarchive) gegen Zahlung lizenzieren. Dies unterscheidet sich von offenen Lizenzen wie CC-BY oder öffentlich verfügbaren Daten.	Kamilla Tenorio (2026), AI Across Domains
Urheberrecht - Transparenz	Urheber haben Schwierigkeiten zu wissen, ob ihre Werke in KI-Trainingsdatensätzen enthalten sind, weil Entwickler oft nur teilweise oder gar keine Transparenz zu Datenquellen bieten. Viele KI-Unternehmen veröffentlichen keine detaillierten Listen der gescrapten Werke.	Jamillah Knowles / Better Images of AI / Data People / Licenced by CC-BY 4.0
DSGVO - Rechte	Die DSGVO gewährt Einzelpersonen umfassende Rechte bezüglich ihrer personenbezogenen Daten, einschließlich des Rechts auf Zugang, Berichtigung oder Löschung. Diese Rechte sollen Nutzenden Kontrolle über ihre Daten geben und Transparenz schaffen.	Jamillah Knowles / Better Images of AI / Data People / Licenced by CC-BY 4.0
Datenpanne - KI	Eine Datenpanne liegt vor, wenn vertrauliche Informationen wie Nutzeridentitäten (Namen, Adressen) unautorisiert offengelegt werden. Ein Chatbot, der persönliche Daten aus Trainingsdaten preisgibt, ist ein Beispiel für eine solche Panne, die schwerwiegende Datenschutzverletzungen darstellt.	Studio Ghibli. (n.d.). 魔女の宅急便 [Still image from the film Kiki’s Delivery Service]. STUDIO GHIBLI. https://www.ghibli.jp/works/majo/#&gid=1&pid=8
