Computerkomponenten - Küchenanalogie	Die Analogie zwischen Computerkomponenten und Küchen hilft beim Verständnis der Funktionen: Prozessoren (CPU) verarbeiten Daten wie Köche Mahlzeiten zubereiten, Arbeitsspeicher (RAM) ist wie eine Arbeitsfläche für aktive Aufgaben, und Festplatten speichern Daten dauerhaft wie Schränke Vorräte lagern.	Kamilla Tenorio (2026), AI Across Domains
Digitale Darstellung	Digitale Darstellungen verwenden diskrete Werte (0 und 1) und sind daher prinzipiell begrenzt in ihrer Genauigkeit, im Gegensatz zu analogen Darstellungen, die kontinuierlich und theoretisch unendlich genau sind. Die Digitalisierung erfordert immer eine Abstraktion der realen Welt.	Kamilla Tenorio (2026), AI Across Domains
Digitalisierung - Abstraktion	Bei der Digitalisierung wird analoge Information durch Abstraktion in digitale Form überführt. Dies bedeutet, dass kontinuierliche Werte in diskrete Schritte umgewandelt werden, was eine Vereinfachung und Quantisierung der ursprünglichen Information darstellt.	Kamilla Tenorio (2026), AI Across Domains
EVA-Prinzip	EVA steht für Eingabe (Input), Verarbeitung (Verarbeitung/Processing) und Ausgabe (Output). Dies ist ein fundamentales Prinzip der Datenverarbeitung, das beschreibt, wie Computer Informationen verarbeiten: Daten werden eingegeben, verarbeitet und dann ausgegeben.	Kamilla Tenorio (2026), AI Across Domains
Netzwerk - Server und Clients	In einem Computernetzwerk können nicht nur Server, sondern auch Clients Inhalte anbieten, wenn sie entsprechend konfiguriert sind. Die Unterscheidung zwischen Server und Client ist funktional, nicht absolut - jeder Computer kann theoretisch beide Rollen übernehmen.	https://youtu.be/Dxcc6ycZ73M
Internet - Verantwortlichkeit	Das Internet ist ein dezentrales Netzwerk ohne zentrale Kontrollinstanz. Es wird von vielen verschiedenen Organisationen, Regierungen, Unternehmen und Einzelpersonen betrieben und verwaltet. Niemand ist allein verantwortlich, aber alle tragen gemeinsam Verantwortung.	https://youtu.be/Dxcc6ycZ73M
Netzwerk - Ausfallsicherheit	Die Ausfallsicherheit eines Netzwerks hängt von seiner Topologie ab. Wenn ein Knoten H defekt ist, fällt das gesamte Netzwerk nur dann aus, wenn H ein kritischer Knoten (z.B. ein zentraler Router oder Switch) ist, der alle Verbindungen aufrechterhält. In vermaschten Netzwerken würde ein einzelner Ausfall nicht das gesamte Netzwerk lahmlegen.	https://youtu.be/AYdF7b3nMto
Netzwerk - Routing	Wenn C eine Nachricht an F sendet, hängt es von der Netzwerktopologie ab, ob E immer involviert ist. In einer sternförmigen Topologie mit einem zentralen Hub E würde dies zutreffen, aber in anderen Topologien (z.B. vermascht) könnte die Nachricht alternative Wege nehmen.	https://youtu.be/AYdF7b3nMto
Netzwerk - Nachrichtenrouting	Wenn A eine Nachricht an G sendet, hängt die Beteiligung von D von der Netzwerktopologie ab. In einer Topologie, wo D ein zentraler Knoten ist, der alle Verbindungen zwischen A und G vermittelt, wäre D immer involviert. In anderen Konfigurationen könnte es alternative Routen geben.	https://youtu.be/AYdF7b3nMto
Binärdarstellung - Zahl 9	Die Binärdarstellung der Zahl 9 ist 1001. Dies kann durch wiederholte Division durch 2 berechnet werden: 9 ÷ 2 = 4 Rest 1, 4 ÷ 2 = 2 Rest 0, 2 ÷ 2 = 1 Rest 0, 1 ÷ 2 = 0 Rest 1. Die Binärzahl wird von unten nach oben gelesen: 1001.	https://youtu.be/USCBCmwMCDA
Binärdarstellung - Zahl 7	Die Binärdarstellung der Zahl 7 ist 111. Dies kann durch wiederholte Division durch 2 berechnet werden: 7 ÷ 2 = 3 Rest 1, 3 ÷ 2 = 1 Rest 1, 1 ÷ 2 = 0 Rest 1. Die Binärzahl wird von unten nach oben gelesen: 111 (entspricht 4 + 2 + 1 = 7 im Dezimalsystem).	https://youtu.be/USCBCmwMCDA
