Block-based vs. Text-based Programming Languages	Block-based programming languages (like Scratch) use visual blocks that are assembled using drag & drop, while text-based languages (like Python, Java) are based on text and syntax. Block-based languages are often easier for beginners, but text-based languages offer more flexibility and control.	Kamilla Tenorio (2026), AI Across Domains
Programming Language - Definition	A programming language is a formal language used to write computer programs. It is translated by a compiler or interpreter into machine language that the computer can execute directly. Programming languages abstract from complex machine language and make programming understandable for humans.	Kamilla Tenorio (2026), AI Across Domains
Algorithm - Implementation	An algorithm is an abstract description of a solution path. To become executable, it must be implemented in a programming language. Implementation is the process of converting the abstract algorithm into concrete, executable code.	Kamilla Tenorio (2026), AI Across Domains
Python - Data Types	Strings (str) in Python are sequences of characters enclosed in quotation marks. 'Hello World' is a string, while True is a Boolean, 42 is an integer (int), and 3.14 is a floating-point number (float).	Kamilla Tenorio (2026), AI Across Domains
Algorithm - Definition	An algorithm is a finite, unambiguous sequence of instructions for solving a problem. The definition "a set of unambiguous instructions that describe how a problem can be solved" is correct, noting that it is a finite sequence, not just a set.	Kamilla Tenorio (2026), AI Across Domains
Conditional Statements	Conditional statements (like if-statements) allow programs to make decisions and execute different code paths based on certain conditions. They are fundamental for controlling program flow and enable reactive and intelligent programs.	Kamilla Tenorio (2026), AI Across Domains
Python - if Statement	The keyword if in Python is used to control conditional execution. It checks a condition and executes the code block only if the condition is true. It is a fundamental control structure element, not for variable creation, program termination, or loop definition.	Kamilla Tenorio (2026), AI Across Domains
Loops - Purpose	Loops (for, while) are control structures that allow code blocks to be executed multiple times. They are particularly useful for repetitive tasks that would otherwise have to be programmed manually. They automate repetitive processes and make code more efficient and maintainable.	Kamilla Tenorio (2026), AI Across Domains
for Loop - Properties	A for loop repeats a code block a certain number of times. It iterates over a sequence (e.g., a list, a string, or a range) and executes the code for each element. It is deterministic and not random, and can be used for various purposes, not just for text display.	Kamilla Tenorio (2026), AI Across Domains
Algorithm - Applicability	Calculating an average grade is a classic example of an algorithm: there are clear steps (sum all grades, divide by count) that are unambiguously defined and lead to a unique result. This is a deterministic, finite process that is perfectly suited for an algorithm.	Kamilla Tenorio (2026), AI Across Domains
