Generative KI-Systeme	Generative KI-Systeme sind KI-Modelle, die neue und originelle Inhalte wie Texte, Bilder, Audio oder Videos erzeugen können, anstatt nur vorhandene Daten zu analysieren oder zu klassifizieren. Sie lernen aus Trainingsdaten, um ähnliche, aber neue Inhalte zu generieren.	AI Across Domains (WiSe 25/26)
Moderne generative KI-Modelle	ChatGPT, LLaMA und Gemini sind Large Language Models, die durch ihre Fähigkeit zur Generierung neuer, kohärenter Inhalte charakterisiert werden. Sie können Texte, Code, Bilder und andere Medienformen basierend auf Eingabeprompts erstellen.	Wikimedia Commons
Multimodale KI-Systeme	Moderne generative KI-Systeme wie ChatGPT, Claude und Gemini unterstützen multimodale Eingaben und Ausgaben, was bedeutet, dass sie verschiedene Datentypen (Text, Bilder, Audio) gleichzeitig verarbeiten und generieren können. Dies unterscheidet sie von früheren Systemen, die auf einen einzigen Datentyp beschränkt waren.	AI Across Domains (WiSe 25/26)
Multimodale Fähigkeiten	Die Fähigkeit, ein Bild aus einer Texteingabe zu generieren, ist ein charakteristisches Merkmal multimodaler generativer KI-Systeme. Diese Systeme können zwischen verschiedenen Modalitäten übersetzen und kombinieren, was frühere Systeme nicht konnten.	AI Across Domains (WiSe 25/26)
Neuronale Netzwerke	Künstliche neuronale Netzwerke bilden die technologische Grundlage moderner generativer Modelle. Diese Netzwerke bestehen aus miteinander verbundenen Neuronen, die durch Training lernen, komplexe Muster in Daten zu erkennen und neue Inhalte zu generieren.	AI Across Domains (WiSe 25/26)
Architekturen für Inhaltserzeugung	Transformer, Generative Adversarial Networks (GANs) und Diffusionsmodelle sind spezialisierte neuronale Netzwerkarchitekturen, die für die Generierung von Inhalten entwickelt wurden. Jede Architektur hat ihre eigenen Stärken: Transformer für sequenzielle Daten, GANs für realistische Bilder, und Diffusionsmodelle für hochwertige visuelle Inhalte.	AI Across Domains (WiSe 25/26)
Deepfakes nach EU-Recht	Laut dem EU-Gesetz über künstliche Intelligenz sind Deepfakes KI-generierte oder manipulierte Medieninhalte, die realen Personen, Objekten oder Ereignissen täuschend ähnlich sehen und fälschlicherweise als authentisch erscheinen können. Dies stellt eine erhebliche Bedrohung für die Informationsintegrität dar.	Joseph Cox, AI-Generated Voice Firm Clamps Down After 4chan Makes Celebrity Voices for Abuse
Politische Gefahren von Deepfakes	Deepfakes können das Vertrauen in demokratische Prozesse untergraben, indem sie falsche Informationen über politische Kandidaten oder Ereignisse verbreiten. Dies kann die Integrität von Wahlen beeinträchtigen und die öffentliche Meinung manipulieren.	Jane Wakefield,Deepfake presidents used in Russia-Ukraine war
Softfakes	Softfakes sind KI-generierte Darstellungen, die zwar unrealistisch aussehen, aber häufig zur visuellen Verbesserung oder Manipulation verwendet werden, insbesondere im politischen Kontext. Sie sind weniger überzeugend als Deepfakes, können aber dennoch täuschend sein.	Brock Wilson, Elon Musk shared an AI video of Kamala Harris. Here's why it matters
GAN-Trainingsprozess	In einem Generative Adversarial Network (GAN) konkurrieren zwei Netzwerke: Der Generator erzeugt neue Daten, während der Diskriminator versucht, echte von generierten Daten zu unterscheiden. Dieser "gegnerische" Prozess führt dazu, dass beide Netzwerke sich kontinuierlich verbessern, bis der Generator sehr realistische Daten erzeugen kann.	Goodfellow, I., et al. (2014). "Generative Adversarial Networks." Advances in Neural Information Processing Systems.
Umweltauswirkungen großer KI-Modelle	Das Training und die Nutzung großer KI-Modelle wie GPT-4 erfordern enorme Rechenressourcen, was zu übermäßigem Stromverbrauch und erheblichen CO₂-Emissionen führt. Diese umweltbezogenen Sorgen werden zunehmend als kritische Herausforderung für die nachhaltige Entwicklung der KI-Technologie erkannt.	Clarote & AI4Media / Better Images of AI / Labour/Resources / Licenced by CC-BY 4.0
Wasserverbrauch in der KI-Infrastruktur	Wasser ist wesentlich für die Kühlung von Rechenzentren und die Stromerzeugung, die für den Betrieb von KI-Systemen erforderlich sind. Der hohe Wasserverbrauch in der KI-Infrastruktur stellt ein erhebliches Umweltproblem dar, insbesondere in Regionen mit Wasserknappheit.	Facebook Engineering. (2020, December 9). [One of Facebook's data centers in Prineville, Oregon]. In How Facebook keeps its large-scale infrastructure hardware up and running. https://engineering.fb.com/2020/12/09/data-center-engineering/how-facebook-keeps-its-large-scale-infrastructure-hardware-up-and-running/
Maßnahmen zur Verringerung der Umweltbelastung	Um die Umweltbelastung durch KI-Systeme zu verringern, wird auf Industrieebene die Entwicklung energieeffizienter Hardware und Algorithmen empfohlen. Weitere Maßnahmen umfassen Transparenz über Ressourcenverbrauch und Zusammenarbeit mit Umweltwissenschaftler*innen.	 iStock; bearbeitet von MIT News (https://news.mit.edu/2025/explained-generative-ai-environmental-impact-0117)
KI und Elektroschrott	Die großflächige Einführung von KI-Systemen könnte bis 2030 zu Millionen Tonnen Elektroschrott führen, da die Technologie eine kontinuierliche Aktualisierung und den Ersatz von Hardware erfordert. Dies stellt eine erhebliche Herausforderung für das Abfallmanagement und die Umwelt dar.	“Generative AI Has a Massive E-Waste Problem: Rapid growth could result in an annual e-waste stream of 2.5 million tonnes by 2030" - IEEE Spectrum. https://spectrum.ieee.org/e-waste.
