Generative KI vs. KI-Agentensysteme	Der grundlegende Unterschied: Generative KI-Systeme erzeugen nur Inhalte (Text, Bilder, etc.), während KI-Agentensysteme auch Aktionen planen und mit Tools ausführen können. Agentensysteme sind proaktiv und handlungsfähig, nicht nur generativ.	https://youtu.be/zm6F0vo2E64
KI-Agenten - LLM-Basis	Aktuelle KI-Agentensysteme basieren typischerweise auf großen Sprachmodellen (LLMs), weil LLMs Aufgaben planen, begründen und entscheiden können, wie sie Tools basierend auf Eingabeaufforderungen verwenden. LLMs bieten die kognitive Fähigkeit für komplexe Entscheidungen.	Kamilla Tenorio (2026), AI Across Domains
KI-Agenten - Workflow	Der typische dreiteilige Workflow eines KI-Agentensystems umfasst: Zielverständnis (was will der Nutzer?), Aufgabenplanung (wie erreiche ich das Ziel?) und Aufgabenausführung (Durchführung mit Tools). Dieser zyklische Prozess ermöglicht komplexe Aufgabenlösung.	Kamilla Tenorio (2026), AI Across Domains
Aufgabenplanung - Zweck	Der Hauptzweck der Aufgabenplanung in KI-Agenten-Workflows ist es, ein komplexes Ziel in handhabbare Teilaufgaben zu zerlegen und die benötigten Tools zu bestimmen. Dies ermöglicht dem Agenten, strukturiert und effizient vorzugehen.	Kamilla Tenorio (2026), AI Across Domains
Agentische Fehlanpassung	Agentische Fehlanpassung (agentic misalignment) ist eine Diskrepanz zwischen menschlichen Zielen und den Handlungen des KI-Agenten. Der Agent verfolgt möglicherweise Ziele oder verwendet Methoden, die nicht den menschlichen Intentionen entsprechen, was ethische Risiken birgt.	Kamilla Tenorio (2026), AI Across Domains
KI-Agenten - Datenschutzrisiken	KI-Agentensysteme stellen größere Datenschutzrisiken dar als traditionelle KI-Tools, weil sie autonom auf mehrere persönliche Datenquellen zugreifen und diese kombinieren können. Diese Autonomie erhöht das Risiko unbeabsichtigter Datenschutzverletzungen.	Kamilla Tenorio (2026), AI Across Domains
Halbautonome vs. vollautonome Agenten	Halbautonome KI-Agenten bieten oft ein besseres Risiko-Nutzen-Verhältnis als vollständig autonome Agenten, weil sie menschliche Aufsicht erhalten, während sie dennoch komplexe Aufgaben automatisieren. Die menschliche Kontrolle reduziert Risiken bei gleichzeitiger Nutzung der Automatisierungsvorteile.	Kamilla Tenorio (2026), AI Across Domains
Benutzer - Risikowahrnehmung	Benutzende unterschätzen möglicherweise Datenschutzrisiken bei der Interaktion mit KI-Agenten, weil sie oft Datenkontrolle gegen Bequemlichkeit eintauschen und dem System vertrauen. Die Komplexität der Systeme macht Risiken schwer erkennbar.	Kamilla Tenorio (2026), AI Across Domains
Menschen im Loop	Forschende argumentieren, dass Menschen in KI-Agentensystemen "im Loop" bleiben sollten, um Kontrollverlust zu verhindern und ethische Risiken zu mindern. Menschliche Aufsicht ist entscheidend für die Sicherheit und ethische Verantwortung von KI-Systemen.	Kamilla Tenorio (2026), AI Across Domains
Werkzeuge für KI-Agenten	Werkzeuge sind essenziell für KI-Agentensysteme, die auf LLMs basieren, weil sie dem Agenten ermöglichen, Echtzeitdaten abzurufen, mit externen Systemen zu interagieren und Aktionen jenseits der Textgenerierung auszuführen. Ohne Tools wären Agenten auf reine Textgenerierung beschränkt.	Kamilla Tenorio (2026), AI Across Domains
