AI Definition - Disagreement	There is no generally accepted definition of AI because people and researchers have different conceptions of intelligence. Some define AI by comparison with human intelligence, others by functionality, and still others by technical capabilities. This diversity of perspectives makes a unified definition difficult.	Kamilla Tenorio (2026), AI Across Domains
Intelligence - Term	The term "intelligence" is broad and ambiguous, which leads many researchers to avoid it in AI definitions. Instead, they focus on specific capabilities such as problem-solving, learning, or adaptation to avoid misunderstandings.	Kamilla Tenorio (2026), AI Across Domains
Anthropomorphism - Problem	When AI is defined by comparison with human intelligence, anthropomorphism can occur - the tendency to attribute human characteristics to AI systems. This leads to misunderstandings and unrealistic expectations about the capabilities of AI systems.	Kamilla Tenorio (2026), AI Across Domains
Traditional Computer Systems	Traditional computer systems generate their outputs by following predefined rules set by humans. They are deterministic and predictable - with the same input, they always produce the same output, without adapting or learning.	Kamilla Tenorio (2026), AI Across Domains
Anthropomorphism - Definition	Anthropomorphism means attributing human characteristics, emotions, or behaviors to non-human entities (such as AI systems). In the AI context, this can lead to inflated expectations and misunderstandings about the actual capabilities of systems.	Kamilla Tenorio (2026), AI Across Domains
Knowledge-Based AI Systems	Knowledge-based AI systems use a knowledge base (facts and rules) and an inference engine to draw logical conclusions. They are transparent and explainable, as the knowledge is explicitly represented, in contrast to data-driven approaches like machine learning.	Kamilla Tenorio (2026), AI Across Domains
EU AI Act - Definition	The EU AI Act defines an AI system as a machine-based system that operates with varying degrees of autonomy, can adapt after deployment, and generates predictions, content, recommendations, or decisions. A spam filter that learns from examples meets these criteria.	Kamilla Tenorio (2026), AI Across Domains
Machine Learning vs. Knowledge-Based AI	The central difference: Machine learning derives results from what was learned during training (data-driven), while knowledge-based AI infers from explicitly encoded knowledge in the computer (rule-based). ML recognizes patterns in data, knowledge-based AI uses logical inference.	Kamilla Tenorio (2026), AI Across Domains
Knowledge-Based AI - Components	Typical components of a knowledge-based AI system are a knowledge base (facts and rules) and an inference engine (logical reasoning). The knowledge base stores explicit knowledge, the inference engine draws conclusions from it.	Kamilla Tenorio (2026), AI Across Domains
Industrial Robot - AI Classification	An industrial robot can be classified as an AI system if it uses AI techniques to learn and adapt its performance. Simple programmed robots that only perform predefined tasks are not AI systems, as they do not adapt or learn.	Kamilla Tenorio (2026), AI Across Domains
EU AI Act - Definition	The EU AI Act (2024) defines an AI system as a machine-based system that operates with varying degrees of autonomy, can adapt after deployment, and generates predictions, content, recommendations, or decisions based on inputs that can influence real or virtual environments.	Kamilla Tenorio (2026), AI Across Domains
AI Techniques	Machine learning is an AI technique - a method or approach for developing AI systems. ChatGPT, Grammarly, and DeepL, on the other hand, are concrete AI applications or products that use AI techniques, but are not the techniques themselves.	Kamilla Tenorio (2026), AI Across Domains
