Machine Learning - Approaches	The three main approaches to machine learning are: supervised learning (with labeled data), unsupervised learning (without labels), and reinforcement learning (learning through reward/punishment). These three paradigms cover most ML applications.	Kamilla Tenorio (2026), AI Across Domains
Reinforcement Learning - Principle	The central principle of reinforcement learning is that an agent learns through interaction with its environment to choose optimal actions by processing rewards or punishments. The agent explores the environment and learns from the consequences of its actions.	Gifer. (n.d.). AlphaGo [GIF]. Retrieved December 9, 2024, from https://gifer.com/en/2v6E
Reinforcement Learning - Programming	In reinforcement learning, the agent learns independently through trial-and-error, not through predefined instructions. If a programmer specifies the best action, this is not typical reinforcement learning, as the agent does not learn itself but follows instructions.	Kamilla Tenorio (2026), AI Across Domains
Anomaly Detection - Unsupervised Learning	Detection of anomalies in credit card usage is a typical example of unsupervised learning, as no labeled examples of fraud are available. The system must identify unusual patterns in the data without knowing what is "normal" or "anomalous."	Kamilla Tenorio (2026), AI Across Domains
Unsupervised Learning - Main Goal	The main goal of unsupervised learning is to identify patterns and similarities in unlabeled data. Unlike supervised learning, there are no predefined labels or categories – the system must discover the structure in the data itself.	Kamilla Tenorio (2026), AI Across Domains
K-means Clustering - Customer Segmentation	K-means clustering is an unsupervised learning method that organizes customers into clusters by recognizing structures in the data solely based on similarities in the given features – without prior labeling. It finds natural groupings in the data.	Kamilla Tenorio (2026), AI Across Domains
Filter Bubbles	Filter bubbles describe the intellectual isolation of a person who – often through AI-powered personalization algorithms – is only confronted with one side of an issue. These bubbles, amplified by digital platforms, have accelerated the polarization of opinions.	Nadia Piet & Archival Images of AI + AIxDESIGN / Infinite Scroll / Licensed by CC-BY 4.0
Unsupervised Learning - Applications	Common application areas of unsupervised learning are clustering (grouping similar data points) and anomaly detection (identifying unusual patterns). Regression and classification are typically tasks of supervised learning.	Kamilla Tenorio (2026), AI Across Domains
Unsupervised Learning - Properties	Unsupervised learning recognizes patterns without predefined labels. It does not require labeled data for training and can discover natural structures in data. However, model quality can be subjective, as there are no "correct" labels for comparison.	Kamilla Tenorio (2026), AI Across Domains
Reinforcement Learning - Robots	Robots learn tasks such as walking or assembling components through reinforcement learning by trying different strategies and adjusting their behavior based on rewards and punishments. This is a trial-and-error process where the robot learns through interaction with the environment.	Boston Dynamics. (n.d.). Starting on the Right Foot with Reinforcement Learning [Image]. Retrieved December 9, 2024, from https://bostondynamics.com/blog/starting-on-the-right-foot-with-reinforcement-learning/
