Artificial Intelligence - History	The term "Artificial Intelligence" was officially coined in 1956 at the Dartmouth Conference by John McCarthy, Marvin Minsky, Nathaniel Rochester, and Claude Shannon. This conference marked the birth of AI as a scientific research field.	https://spectrum.ieee.org/dartmouth-ai-workshop)
AI Winter	AI Winter refers to periods when funding and interest in AI research drastically declined due to unfulfilled expectations and disappointing results. The most notable AI Winters occurred in the 1970s and 1980s, when early promises of AI could not be fulfilled.	Eldon Lytle, Director of the BYU Translation Sciences Institute (TSI)
Deep Blue	Deep Blue was a chess-playing computer developed by IBM that defeated then-world chess champion Garry Kasparov in a six-game match in 1997. This was a historic milestone that demonstrated computers could outperform human experts in specialized domains.	https://youtu.be/KF6sLCeBj0s
Artificial General Intelligence (AGI)	Artificial General Intelligence (AGI) or "strong AI" refers to a hypothetical form of AI that could perform any intellectual task as well as or better than a human. Unlike "weak AI" (ANI), which is specialized for specific tasks, AGI would possess universal intelligence.	Kamilla Tenorio, AI Across Domains
Dartmouth Conference	The Dartmouth Conference of 1956 is widely considered the birth of Artificial Intelligence as an academic discipline. The main aim was to establish AI as a field that focuses on the development of machines that can simulate human intelligence.	https://spectrum.ieee.org/dartmouth-ai-workshop)
ELIZA	ELIZA was an early computer program developed by Joseph Weizenbaum in 1966 that could simulate a conversation with a human. It used simple pattern matching and substitution methods to conduct conversations and was one of the first successful chatbots.	Gesellschaft für Informatik. (n.d.). Joseph Weizenbaum [Photograph]. GI - Gesellschaft für Informatik e.V. [Website]. https://gi.de/persoenlichkeiten/joseph-weizenbaum
Machine Learning - Success Factors	The success of machine learning in recent decades has been primarily driven by three factors: the exponential increase in computing power (Moore's Law), the availability of massive datasets (Big Data), and groundbreaking advances in deep learning techniques, particularly neural networks.	Kamilla Tenorio, AI Across Domains
Generative AI	Generative AI systems are a class of AI models that can generate new content such as text, code, images, audio, or videos. Unlike discriminative models that classify data, generative models learn the underlying distribution of data and can create new, similar data points.	Kamilla Tenorio, AI Across Domains
Turing Test	The Turing Test, proposed by Alan Turing in 1950, is a test for machine intelligence. A questioner conducts a text-based conversation with two invisible participants - a human and a machine. If the questioner cannot reliably distinguish between the two, the machine has passed the test.	Elliott & Fry - https://commons.wikimedia.org/wiki/File:Alan_Turing_(1951).jpg
Large Language Models (LLMs)	Large Language Models (LLMs) are AI models trained on extensive text data that can simulate human speech patterns. They use deep neural networks, particularly Transformer architectures, to understand and generate language. Examples include GPT, BERT, and other modern language models.	Kamilla Tenorio, AI Across Domains
Artificial General Intelligence (AGI)	Artificial General Intelligence (AGI) or "strong AI" is a hypothetical form of AI that would cover the entire spectrum of human cognitive abilities. Unlike current AI systems that are specialized (weak AI), AGI would be able to perform any intellectual task as well as a human. AGI does not currently exist and remains a long-term research goal.	Kamilla Tenorio, AI Across Domains
Machine Learning	Machine learning is an AI technique that enables computers to learn from data without being explicitly programmed for every possible situation. Rather than using hard-coded rules, ML algorithms identify patterns in data and improve their performance through experience.	Kamilla Tenorio, AI Across Domains
Artificial Narrow Intelligence (ANI)	Artificial Narrow Intelligence (ANI) or "weak AI" is the most common and currently existing form of artificial intelligence. ANI systems are specialized for specific, narrowly defined tasks and outperform humans in these areas, but cannot perform tasks outside their specialized domain.	Kamilla Tenorio, AI Across Domains
AI Ethics	Ethical issues related to AI include privacy, discrimination, transparency, accountability, job displacement, environmental impact, and the spread of misinformation. The option that AI could nullify Earth's gravity is scientifically unfounded and does not represent a real ethical concern.	Kamilla Tenorio, AI Across Domains
