Data - Definition	Data are measurements and recorded properties of real objects and events. They come from various sources (humans, sensors, machines) and are represented in various forms (tables, images, text, audio). Data are the foundation for information and knowledge.	Kamilla Tenorio (2026), AI Across Domains
Big Data - Definition	Big Data refers to huge datasets that pose special requirements due to their three V-properties: Volume, Variety, and Velocity. These data volumes require special technologies and methods for processing and analysis.	Kamilla Tenorio (2026), AI Across Domains
AI Training - Data Collection	For training AI models, data are collected from various sources: from individuals, organizations, and third parties. This includes publicly available data, purchased datasets, voluntarily donated data, and data from commercial providers.	Kamilla Tenorio (2026), AI Across Domains
Dataset - Definition	A dataset is a collection of data that are related in some way. Datasets can be structured (tables) or unstructured (texts, images) and are used for analysis, training, or research.	Kamilla Tenorio (2026), AI Across Domains
Correlation vs. Causality	Correlation means that two variables vary together without one causing the other. Higher ice cream sales and more drowning accidents in summer correlate, but both are caused by a third variable (warm weather). Causality requires a directed cause-effect relationship.	https://digi4all.de/modul-08/daten-information-und-wissen/daten-und-visualisierungen/
Causality - Definition	Causality is a directed relationship where one variable directly influences another. Unlike correlation, causality implies a causal mechanism and can be proven through controlled experiments or careful statistical analysis.	https://digi4all.de/modul-08/daten-information-und-wissen/daten-und-visualisierungen/
Repurposed Tracking Data	Repurposed tracking data are data collected for an original purpose but used for another purpose. Example: Behavioral data from Amazon, originally collected for recommendations, are used to train AI models.	Kamilla Tenorio (2026), AI Across Domains
Usage Data - Categories	Provided data are explicitly entered or uploaded by users. Observed data are automatically recorded (e.g., browsing behavior). Interaction data arise from interaction with systems (e.g., chatbot responses).	Kamilla Tenorio (2026), AI Across Domains
Data Scraping	Data scraping is the automated extraction of data from websites, databases, and online sources. In the context of AI training, scraping is used to collect large amounts of data for training purposes, which raises legal and ethical questions.	Kamilla Tenorio (2026), AI Across Domains
Commercial Data Arrangements	Commercial arrangements for data use include licensing agreements where companies license data from other organizations (e.g., news archives) for payment. This differs from open licenses like CC-BY or publicly available data.	Kamilla Tenorio (2026), AI Across Domains
Copyright - Transparency	Copyright holders have difficulty knowing whether their works are included in AI training datasets because developers often provide only partial or no transparency about data sources. Many AI companies do not publish detailed lists of scraped works.	Jamillah Knowles / Better Images of AI / Data People / Licenced by CC-BY 4.0
GDPR - Rights	The GDPR grants individuals comprehensive rights regarding their personal data, including the right to access, correct, or delete. These rights are intended to give users control over their data and create transparency.	Jamillah Knowles / Better Images of AI / Data People / Licenced by CC-BY 4.0
Data Breach - AI	A data breach occurs when confidential information such as user identities (names, addresses) is disclosed without authorization. A chatbot that reveals personal data from training data is an example of such a breach, which represents serious data protection violations.	Studio Ghibli. (n.d.). 魔女の宅急便 [Still image from the film Kiki's Delivery Service]. STUDIO GHIBLI. https://www.ghibli.jp/works/majo/#&gid=1&pid=8
