Blockbasierte vs. textbasierte Programmiersprachen	Blockbasierte Programmiersprachen (wie Scratch) verwenden visuelle Blöcke, die per Drag & Drop zusammengesetzt werden, während textbasierte Sprachen (wie Python, Java) auf Text und Syntax basieren. Blockbasierte Sprachen sind oft einfacher für Anfänger, aber textbasierte Sprachen bieten mehr Flexibilität und Kontrolle.	Kamilla Tenorio (2026), AI Across Domains
Programmiersprache - Definition	Eine Programmiersprache ist eine formale Sprache, die verwendet wird, um Computerprogramme zu schreiben. Sie wird von einem Compiler oder Interpreter in Maschinensprache übersetzt, die der Computer direkt ausführen kann. Programmiersprachen abstrahieren von der komplexen Maschinensprache und machen die Programmierung für Menschen verständlicher.	Kamilla Tenorio (2026), AI Across Domains
Algorithmus - Implementierung	Ein Algorithmus ist eine abstrakte Beschreibung eines Lösungswegs. Um ausführbar zu werden, muss er in einer Programmiersprache implementiert werden. Die Implementierung ist der Prozess, bei dem der abstrakte Algorithmus in konkreten, ausführbaren Code umgesetzt wird.	Kamilla Tenorio (2026), AI Across Domains
Python - Datentypen	Strings (str) in Python sind Sequenzen von Zeichen, die in Anführungszeichen eingeschlossen sind. 'Hallo Welt' ist ein String, während True ein Boolean, 42 eine Ganzzahl (int) und 3.14 eine Fließkommazahl (float) ist.	Kamilla Tenorio (2026), AI Across Domains
Algorithmus - Definition	Ein Algorithmus ist eine endliche, eindeutige Folge von Anweisungen zur Lösung eines Problems. Die Definition "eine Menge von eindeutigen Anweisungen, die beschreiben, wie ein Problem gelöst werden kann" ist korrekt, wobei zu beachten ist, dass es sich um eine endliche Folge handelt, nicht nur um eine Menge.	Kamilla Tenorio (2026), AI Across Domains
Bedingte Anweisungen	Bedingte Anweisungen (wie if-Statements) ermöglichen es Programmen, Entscheidungen zu treffen und unterschiedliche Code-Pfade basierend auf bestimmten Bedingungen auszuführen. Sie sind fundamental für die Steuerung des Programmablaufs und ermöglichen reaktive und intelligente Programme.	Kamilla Tenorio (2026), AI Across Domains
Python - if-Statement	Das Schlüsselwort if in Python wird verwendet, um bedingte Ausführungen zu steuern. Es prüft eine Bedingung und führt den Code-Block nur aus, wenn die Bedingung wahr ist. Es ist ein fundamentales Kontrollstruktur-Element, nicht für Variablenerstellung, Programmbeendigung oder Schleifendefinition.	Kamilla Tenorio (2026), AI Across Domains
Schleifen - Zweck	Schleifen (for, while) sind Kontrollstrukturen, die es ermöglichen, Code-Blöcke mehrfach auszuführen. Sie sind besonders nützlich für sich wiederholende Aufgaben, die sonst manuell programmiert werden müssten. Sie automatisieren repetitive Prozesse und machen Code effizienter und wartbarer.	Kamilla Tenorio (2026), AI Across Domains
for-Schleife - Eigenschaften	Eine for-Schleife wiederholt einen Code-Block eine bestimmte Anzahl von Malen. Sie iteriert über eine Sequenz (z.B. eine Liste, einen String oder einen Bereich) und führt den Code für jedes Element aus. Sie ist deterministisch und nicht zufällig, und kann für verschiedene Zwecke verwendet werden, nicht nur für Textdarstellung.	Kamilla Tenorio (2026), AI Across Domains
Algorithmus - Anwendbarkeit	Die Berechnung einer Durchschnittsnote ist ein klassisches Beispiel für einen Algorithmus: Es gibt klare Schritte (Summe aller Noten bilden, durch Anzahl teilen), die eindeutig definiert sind und zu einem eindeutigen Ergebnis führen. Dies ist ein deterministischer, endlicher Prozess, der perfekt für einen Algorithmus geeignet ist.	Kamilla Tenorio (2026), AI Across Domains
